Ride ID,Request Time,Pickup Location,Latitude Pickup,Longitude Pickup,Dropoff Location,Latitude Dropoff,Longtitude Dropoff,Ride Distance (in miles),Fare Amount (in $),Payment Method,Driver ID,Vehicle Type,Traffic Condition,Peak Hours,Day of Week,Public Holiday,User Rating
277,5-6-23 16:27,"73.521335,154.924506",73.521335,154.924506,"66.389074,-152.08538",66.389074,-152.08538,3633.685339,383.37,Visa,KK7569,SUV,High,No,Wednesday,Yes,4
278,11-29-23 0:27,"-69.136592,-130.101362",-69.136592,-130.101362,"65.427245,-81.994954",65.427245,-81.994954,1710.914715,191.09,Apple Pay,YD0705,SUV,Low,Yes,Monday,Yes,5
279,12-27-22 1:08,"-33.152459,74.203576",-33.152459,74.203576,"67.602839,-63.545295",67.602839,-63.545295,9158.605555,935.86,Cash,FF3500,SUV,High,Yes,Thursday,Yes,4
280,8-11-24 8:02,"73.747564,52.921971",73.747564,52.921971,"56.709707,11.856969",56.709707,11.856969,1912.652522,211.27,Debit Card,CR6526,Motorcycle,Low,Yes,Tuesday,Yes,4
281,11-18-22 22:39,"29.010898,52.868687",29.010898,52.868687,"-42.793946,-73.972759",-42.793946,-73.972759,2282.915302,248.29,Visa,OJ0755,Motorcycle,Medium,No,Friday,No,3
282,12-14-22 8:00,"-66.557587,-102.652929",-66.557587,-102.652929,"-5.107738,-56.152273",-5.107738,-56.152273,2267.67529,246.77,Apple Pay,QR0100,Sedan,Medium,No,Tuesday,Yes,4
283,8-28-22 4:56,"89.295499,6.911664",89.295499,6.911664,"64.427986,45.927676",64.427986,45.927676,5695.043477,589.50,Cash,IK8172,SUV,Low,No,Wednesday,Yes,2
284,1-6-23 1:02,"-10.8462,25.576271",-10.8462,25.576271,"14.742833,172.342332",14.742833,172.342332,10654.55854,1085.46,PayPal,MO5177,Sedan,High,No,Saturday,No,3
285,9-17-22 5:13,"-76.778435,-137.959106",-76.778435,-137.959106,"-42.769304,-107.534198",-42.769304,-107.534198,3771.700671,397.17,Debit Card,YQ4564,Motorcycle,Medium,Yes,Monday,Yes,1
286,9-19-23 11:10,"31.403909,-46.775583",31.403909,-46.775583,"-86.460246,86.568711",-86.460246,86.568711,11312.68841,1151.27,PayPal,QZ3649,SUV,Low,Yes,Monday,Yes,1
287,9-15-24 2:06,"87.158308,-169.814974",87.158308,-169.814974,"23.500121,-59.885976",23.500121,-59.885976,6944.286001,714.43,Debit Card,XI9973,Sedan,High,Yes,Saturday,No,3
288,2-17-23 12:10,"16.968879,157.745059",16.968879,157.745059,"-53.864779,151.190932",-53.864779,151.190932,1669.01815,186.90,Apple Pay,JP4808,Sedan,High,Yes,Tuesday,Yes,2
289,6-9-23 21:41,"-74.245236,152.758052",-74.245236,152.758052,"72.940609,-52.285185",72.940609,-52.285185,7430.502108,763.05,Debit Card,ZM3313,Motorcycle,Medium,No,Wednesday,Yes,2
290,1-27-24 8:08,"-24.12767,139.996825",-24.12767,139.996825,"-12.783456,-78.302423",-12.783456,-78.302423,8536.068002,873.61,Visa,QX1908,SUV,High,No,Friday,Yes,4
291,3-25-23 14:55,"9.048151,50.195765",9.048151,50.195765,"-26.916827,3.155059",-26.916827,3.155059,3323.123404,352.31,Apple Pay,QI1280,SUV,High,Yes,Thursday,Yes,5
292,7-22-23 22:53,"40.135946,-33.843832",40.135946,-33.843832,"-38.057277,-116.38069",-38.057277,-116.38069,7139.56631,733.96,Apple Pay,QL0242,Motorcycle,Medium,Yes,Tuesday,No,1
293,12-22-23 1:14,"36.037668,122.799817",36.037668,122.799817,"90.154115,112.789196",90.154115,112.789196,5861.110593,606.11,PayPal,XE2543,Sedan,Low,Yes,Sunday,No,2
294,8-18-22 20:37,"77.415768,149.716071",77.415768,149.716071,"-18.976476,-52.362706",-18.976476,-52.362706,4866.051036,506.61,PayPal,FJ6626,Bus,Low,Yes,Tuesday,No,3
295,9-1-23 7:39,"80.252376,119.125082",80.252376,119.125082,"-49.533823,31.840597",-49.533823,31.840597,2207.079695,240.71,PayPal,KO7143,Motorcycle,High,No,Tuesday,Yes,2
296,1-3-24 14:30,"80.134346,42.420047",80.134346,42.420047,"-78.450125,-48.504289",-78.450125,-48.504289,2713.380518,291.34,Cash,WY3895,Motorcycle,Low,No,Sunday,No,4
297,4-9-22 22:40,"-48.281136,157.454292",-48.281136,157.454292,"-46.615805,-89.712799",-46.615805,-89.712799,9487.503843,968.75,Visa,IX0104,Sedan,Low,Yes,Saturday,Yes,4
298,11-11-24 15:55,"79.428581,141.940056",79.428581,141.940056,"21.511905,18.441588",21.511905,18.441588,4318.466529,451.85,Debit Card,OX3933,Sedan,Medium,Yes,Tuesday,Yes,2
299,1-13-22 19:22,"-33.415524,-72.346894",-33.415524,-72.346894,"82.587208,154.738439",82.587208,154.738439,3659.477726,385.95,Debit Card,MG8089,Sedan,Low,No,Monday,Yes,5
300,7-21-22 4:50,"-69.874133,157.995246",-69.874133,157.995246,"-18.683388,-166.577905",-18.683388,-166.577905,6542.093307,674.21,PayPal,VL6813,Bus,Low,No,Sunday,Yes,2
301,10-21-24 4:53,"90.912675,-133.318808",90.912675,-133.318808,"42.204093,174.054288",42.204093,174.054288,9486.115514,968.61,Cash,UU7916,Motorcycle,High,No,Friday,No,5
302,10-14-23 21:04,"-12.21118,-126.644391",-12.21118,-126.644391,"-23.639816,167.317986",-23.639816,167.317986,2906.398785,310.64,Cash,XV5176,Sedan,Medium,Yes,Tuesday,No,3
303,4-14-23 8:01,"-40.686113,60.581056",-40.686113,60.581056,"-16.208465,-26.700348",-16.208465,-26.700348,7022.471624,722.25,Apple Pay,SS8610,Bus,Low,No,Monday,No,5
304,3-24-24 23:44,"0.691698,37.75711",0.691698,37.75711,"-18.314629,57.43661",-18.314629,57.43661,5413.631491,561.36,Apple Pay,NC6007,Bus,High,No,Wednesday,Yes,5
305,11-20-22 16:08,"-8.741746,-135.004922",-8.741746,-135.004922,"38.54276,-39.279356",38.54276,-39.279356,6377.124496,657.71,PayPal,EV2889,Sedan,Low,Yes,Thursday,Yes,5
306,8-13-22 3:38,"-13.982722,157.49072",-13.982722,157.49072,"-78.269853,179.152982",-78.269853,179.152982,5811.472262,601.15,Visa,KL4083,Sedan,High,No,Monday,Yes,2
307,8-5-23 22:18,"46.280144,124.016792",46.280144,124.016792,"-46.971133,-19.134105",-46.971133,-19.134105,5189.165767,538.92,Cash,LQ8011,Sedan,Low,No,Friday,Yes,4
308,3-24-24 17:47,"-74.178646,-27.51304",-74.178646,-27.51304,"-17.516271,-38.127328",-17.516271,-38.127328,3307.901392,350.79,Apple Pay,WB8380,Motorcycle,High,Yes,Tuesday,No,2
309,1-10-24 7:14,"-77.958231,123.890573",-77.958231,123.890573,"-41.278409,130.593036",-41.278409,130.593036,9270.196181,947.02,Apple Pay,FH6102,Motorcycle,High,Yes,Wednesday,Yes,1
310,5-5-22 15:38,"-80.06625,-50.106858",-80.06625,-50.106858,"49.256342,65.993546",49.256342,65.993546,2106.983291,230.70,Apple Pay,HX9263,Sedan,Medium,No,Tuesday,No,2
311,4-10-22 23:56,"-37.321269,-31.111825",-37.321269,-31.111825,"-65.416293,-14.654117",-65.416293,-14.654117,2897.362677,309.74,Cash,BP6112,SUV,Low,No,Saturday,No,1
312,8-25-22 9:48,"81.128884,-64.916749",81.128884,-64.916749,"10.483399,-144.35694",10.483399,-144.35694,11232.51413,1143.25,Cash,WI9269,Bus,High,Yes,Sunday,Yes,5
313,11-4-23 4:32,"-11.285519,-176.946485",-11.285519,-176.946485,"-89.495285,89.193817",-89.495285,89.193817,575.8550021,77.59,Cash,VQ4672,Motorcycle,Medium,No,Friday,No,3
314,2-18-23 10:21,"-16.371195,44.399571",-16.371195,44.399571,"70.682529,-130.9464",70.682529,-130.9464,10126.83581,1032.68,Apple Pay,VK6238,Sedan,Medium,Yes,Monday,Yes,5
315,12-8-22 20:49,"75.729286,173.556855",75.729286,173.556855,"90.094292,29.433961",90.094292,29.433961,6263.385942,646.34,PayPal,FK2491,SUV,High,Yes,Wednesday,Yes,2
316,3-27-22 10:06,"28.158387,-1.626381",28.158387,-1.626381,"-20.300316,138.977162",-20.300316,138.977162,10150.08098,1035.01,Apple Pay,LU4483,SUV,Low,Yes,Friday,Yes,3
317,3-8-22 18:30,"20.019201,8.097903",20.019201,8.097903,"-57.342797,-22.805403",-57.342797,-22.805403,2450.418279,265.04,PayPal,TG1445,Bus,Medium,No,Sunday,Yes,2
318,1-25-22 10:47,"10.171472,149.604244",10.171472,149.604244,"-1.247233,-51.667158",-1.247233,-51.667158,8073.761613,827.38,Cash,RY8890,Sedan,Medium,No,Wednesday,Yes,4
319,7-26-24 16:09,"-30.371752,20.907645",-30.371752,20.907645,"88.910067,-62.842716",88.910067,-62.842716,10566.73963,1076.67,Apple Pay,BZ0875,Sedan,Low,Yes,Tuesday,Yes,3
320,11-21-22 14:19,"74.929761,14.286472",74.929761,14.286472,"39.18855,-58.362826",39.18855,-58.362826,5400.698703,560.07,PayPal,CQ9414,Bus,High,No,Saturday,Yes,5
321,10-15-22 21:18,"17.438952,-50.997381",17.438952,-50.997381,"-50.884968,-65.566287",-50.884968,-65.566287,4811.898697,501.19,Debit Card,VX2674,Motorcycle,High,Yes,Sunday,Yes,5
322,3-16-24 18:55,"-76.376296,168.377927",-76.376296,168.377927,"-76.704854,122.908099",-76.704854,122.908099,6133.490379,633.35,PayPal,IR9832,Sedan,Low,Yes,Saturday,Yes,5
323,9-9-23 5:35,"-71.286045,-164.99959",-71.286045,-164.99959,"-28.02148,122.001176",-28.02148,122.001176,4083.42345,428.34,PayPal,SY0463,Bus,Medium,No,Friday,No,4
324,8-25-22 21:12,"12.785287,-10.091292",12.785287,-10.091292,"-33.819709,-88.907461",-33.819709,-88.907461,4096.664147,429.67,Visa,IS2082,Sedan,High,No,Thursday,No,4
325,7-1-22 9:13,"18.054138,-70.183988",18.054138,-70.183988,"-38.593026,-105.984666",-38.593026,-105.984666,6885.692724,708.57,Apple Pay,LB2371,SUV,Medium,Yes,Friday,No,4
326,6-12-24 11:59,"74.557861,62.682623",74.557861,62.682623,"6.176701,-82.530443",6.176701,-82.530443,2126.650903,232.67,PayPal,RV2193,SUV,Low,No,Monday,Yes,1
327,10-5-23 11:00,"40.654338,-127.544591",40.654338,-127.544591,"80.882934,-43.393152",80.882934,-43.393152,7244.488145,744.45,Visa,LZ0178,SUV,High,Yes,Sunday,Yes,1
328,4-30-22 16:15,"33.083889,107.990837",33.083889,107.990837,"-29.607775,-48.758785",-29.607775,-48.758785,5117.041982,531.70,Visa,GR4082,Motorcycle,Low,Yes,Thursday,Yes,5
329,12-15-24 21:59,"25.437636,-130.623897",25.437636,-130.623897,"1.123123,-162.119191",1.123123,-162.119191,5271.53396,547.15,Debit Card,PW6551,Sedan,Medium,No,Wednesday,Yes,4
330,10-13-24 9:04,"72.93234,123.573478",72.93234,123.573478,"-14.24768,125.3315",-14.24768,125.3315,1593.862093,179.39,PayPal,UO7667,SUV,High,Yes,Friday,Yes,1
331,3-3-24 1:45,"59.417501,-178.013393",59.417501,-178.013393,"-70.406115,-33.584358",-70.406115,-33.584358,8008.746014,820.87,Cash,JI2046,SUV,Medium,No,Thursday,Yes,1
332,1-27-24 18:31,"-39.310675,36.911776",-39.310675,36.911776,"89.014969,-35.697935",89.014969,-35.697935,9474.646509,967.46,Visa,SA5239,Sedan,Low,No,Saturday,Yes,3
333,7-3-22 15:36,"-13.561664,25.280731",-13.561664,25.280731,"58.407599,-47.411083",58.407599,-47.411083,7591.194005,779.12,PayPal,TH9756,Bus,High,No,Tuesday,No,2
334,5-31-24 19:24,"10.190882,126.914451",10.190882,126.914451,"48.216347,131.633815",48.216347,131.633815,5926.762367,612.68,Apple Pay,PD9597,SUV,Medium,Yes,Sunday,No,4
335,6-7-24 10:22,"-4.462876,118.362731",-4.462876,118.362731,"-6.238548,3.086959",-6.238548,3.086959,8457.533296,865.75,Cash,DA9898,SUV,Low,No,Monday,Yes,2
336,1-6-24 20:03,"71.237436,-146.146722",71.237436,-146.146722,"6.283552,-109.941574",6.283552,-109.941574,7888.788685,808.88,Visa,DH3126,Motorcycle,Low,No,Thursday,Yes,3
337,1-21-23 17:12,"-27.594322,102.577582",-27.594322,102.577582,"41.81626,74.043225",41.81626,74.043225,8842.93295,904.29,Apple Pay,OV0515,Sedan,Low,No,Tuesday,Yes,2
338,11-1-22 16:21,"26.665373,135.002951",26.665373,135.002951,"3.168904,26.279006",3.168904,26.279006,7276.102256,747.61,Visa,GX0681,Bus,Low,No,Sunday,No,5
339,4-27-23 12:17,"73.386927,-11.154844",73.386927,-11.154844,"64.214249,67.78111",64.214249,67.78111,5843.793173,604.38,PayPal,DE8094,SUV,Medium,No,Thursday,No,5
340,6-15-24 11:18,"-65.701263,-8.798386",-65.701263,-8.798386,"-81.509316,161.123395",-81.509316,161.123395,6407.013934,660.70,PayPal,ZM8904,Sedan,Medium,No,Wednesday,No,3
341,8-16-23 20:34,"37.245432,75.347484",37.245432,75.347484,"14.172498,-149.861805",14.172498,-149.861805,4624.300712,482.43,Debit Card,SM2665,Motorcycle,Low,Yes,Saturday,Yes,1
342,8-19-22 5:30,"-65.623269,79.624898",-65.623269,79.624898,"-61.711295,-98.043285",-61.711295,-98.043285,10138.5727,1033.86,Visa,LC9806,Motorcycle,High,Yes,Saturday,Yes,2
343,7-19-22 12:19,"-48.688419,-13.927919",-48.688419,-13.927919,"38.261668,122.749684",38.261668,122.749684,5249.694211,544.97,Apple Pay,BQ5444,SUV,High,Yes,Monday,No,3
344,6-2-23 6:47,"43.138431,-115.69153",43.138431,-115.69153,"20.107689,-24.814327",20.107689,-24.814327,10168.20618,1036.82,Visa,QA0928,SUV,High,No,Saturday,No,1
345,3-31-23 20:21,"85.705365,84.614956",85.705365,84.614956,"21.310693,15.108214",21.310693,15.108214,83.46557963,28.35,Visa,CS2324,Motorcycle,Medium,Yes,Wednesday,Yes,1
346,11-30-22 15:31,"34.159648,-69.997678",34.159648,-69.997678,"53.732174,-63.833352",53.732174,-63.833352,9065.201009,926.52,Visa,ZS6711,Bus,High,No,Tuesday,Yes,2
347,5-11-23 17:34,"-33.703271,-144.973723",-33.703271,-144.973723,"28.342943,79.302176",28.342943,79.302176,6657.629527,685.76,Apple Pay,QQ4204,Sedan,Medium,No,Saturday,Yes,3
348,12-4-22 22:29,"32.598557,147.708206",32.598557,147.708206,"-73.56027,-31.632445",-73.56027,-31.632445,7186.579931,738.66,Debit Card,JD0947,Bus,Medium,Yes,Thursday,No,3
349,7-25-23 20:58,"-34.314873,107.208354",-34.314873,107.208354,"28.291974,158.100397",28.291974,158.100397,7770.81881,797.08,Cash,FF6754,Motorcycle,Low,No,Tuesday,No,4
350,9-19-23 11:45,"16.684357,20.733616",16.684357,20.733616,"82.487213,-161.88542",82.487213,-161.88542,7366.412657,756.64,PayPal,MC0884,Sedan,Low,Yes,Thursday,Yes,2
351,8-14-22 21:05,"-62.00151,48.547696",-62.00151,48.547696,"-26.723791,-32.476395",-26.723791,-32.476395,7645.302376,784.53,Visa,HX3697,Bus,High,No,Saturday,Yes,4
352,2-7-24 12:01,"-19.488468,104.021611",-19.488468,104.021611,"-40.854699,112.061956",-40.854699,112.061956,6696.269905,689.63,Cash,LR2148,Sedan,Low,Yes,Sunday,No,1
353,6-23-24 15:28,"53.021721,38.930007",53.021721,38.930007,"62.494438,45.192775",62.494438,45.192775,1273.167387,147.32,Apple Pay,PU6882,Bus,Low,No,Wednesday,Yes,4
354,11-8-22 18:07,"10.094573,-45.445576",10.094573,-45.445576,"16.167532,-42.710324",16.167532,-42.710324,5291.383831,549.14,PayPal,OU3246,Motorcycle,Medium,Yes,Friday,No,5
355,12-20-23 16:16,"4.095214,157.872188",4.095214,157.872188,"-18.937998,149.394596",-18.937998,149.394596,1470.709632,167.07,PayPal,PP9357,SUV,High,No,Wednesday,Yes,5
356,3-26-22 19:37,"26.887304,99.118824",26.887304,99.118824,"9.988889,-159.421348",9.988889,-159.421348,3742.615454,394.26,Debit Card,XI7896,Bus,Medium,No,Thursday,Yes,4
357,10-23-24 5:13,"26.540386,149.229953",26.540386,149.229953,"-43.61329,-62.191287",-43.61329,-62.191287,8291.855178,849.19,Debit Card,WT8779,Motorcycle,Low,Yes,Friday,No,1
358,12-15-22 12:35,"39.486333,-135.503377",39.486333,-135.503377,"-13.126546,140.868004",-13.126546,140.868004,6024.367909,622.44,Cash,RF8540,Motorcycle,Medium,No,Saturday,No,4
359,9-15-23 11:00,"27.439627,52.980124",27.439627,52.980124,"-33.739882,-14.917392",-33.739882,-14.917392,2011.28759,221.13,Apple Pay,AF0893,SUV,Low,No,Thursday,No,1
360,5-22-23 22:24,"15.353948,-105.731838",15.353948,-105.731838,"15.372623,-18.264703",15.372623,-18.264703,8167.297355,836.73,Apple Pay,KS1270,Sedan,Medium,Yes,Tuesday,No,2
361,5-31-23 16:43,"-75.601294,27.080483",-75.601294,27.080483,"0.064867,72.707017",0.064867,72.707017,7740.131002,794.01,Debit Card,HV1976,Motorcycle,Low,Yes,Saturday,Yes,1
362,11-11-23 22:29,"-27.470016,10.804027",-27.470016,10.804027,"59.544719,118.379009",59.544719,118.379009,4741.444066,494.14,Debit Card,ZD0223,SUV,High,No,Saturday,No,3
363,9-20-22 0:45,"-7.815625,-73.056191",-7.815625,-73.056191,"-49.698739,-85.685027",-49.698739,-85.685027,4745.062922,494.51,Visa,NP8570,Bus,High,No,Saturday,No,5
364,9-14-22 4:59,"-57.585266,-133.150413",-57.585266,-133.150413,"62.243667,94.357175",62.243667,94.357175,4990.192198,519.02,PayPal,IK4901,Motorcycle,Medium,Yes,Tuesday,No,5
365,10-29-24 13:56,"77.334226,103.168016",77.334226,103.168016,"81.6827,-84.025043",81.6827,-84.025043,222.8906135,42.29,Debit Card,NI1808,Sedan,Medium,No,Monday,No,2
366,7-15-23 0:32,"-74.376988,-129.276353",-74.376988,-129.276353,"-45.406467,-23.752338",-45.406467,-23.752338,3734.886368,393.49,Debit Card,WU0585,Bus,High,Yes,Thursday,Yes,1
367,9-5-23 19:33,"27.504765,169.456555",27.504765,169.456555,"-57.67147,102.551556",-57.67147,102.551556,1739.010389,193.90,Apple Pay,LT1281,SUV,High,Yes,Thursday,Yes,5
368,7-2-23 21:15,"-70.413814,-70.731868",-70.413814,-70.731868,"50.14524,83.137613",50.14524,83.137613,749.2267522,94.92,Visa,HC3766,Bus,High,No,Monday,Yes,1
369,3-25-24 1:43,"38.207176,-2.65265",38.207176,-2.65265,"-56.30515,-95.579613",-56.30515,-95.579613,3774.032387,397.40,Cash,VW2080,Bus,Low,No,Saturday,Yes,3
370,2-4-23 10:02,"44.331408,120.423944",44.331408,120.423944,"-32.610952,88.56084",-32.610952,88.56084,2612.406287,281.24,Apple Pay,DE0424,Motorcycle,Low,Yes,Monday,No,3
371,12-25-23 5:03,"4.454079,84.618641",4.454079,84.618641,"47.02148,81.585894",47.02148,81.585894,5605.398686,580.54,Cash,AK9966,SUV,High,Yes,Sunday,No,2
372,2-3-22 14:17,"81.407413,-103.953984",81.407413,-103.953984,"-85.931069,35.622099",-85.931069,35.622099,11067.82772,1126.78,PayPal,NJ6487,Motorcycle,High,Yes,Thursday,No,5
373,12-14-22 14:00,"-60.294705,78.353332",-60.294705,78.353332,"12.382188,-35.01462",12.382188,-35.01462,9779.709631,997.97,Visa,XI2080,Motorcycle,High,No,Thursday,Yes,4
374,2-17-24 7:34,"7.894429,-18.286614",7.894429,-18.286614,"-67.187598,125.917974",-67.187598,125.917974,11301.36478,1150.14,Apple Pay,RU8054,Sedan,Low,Yes,Wednesday,Yes,4
375,8-8-24 11:35,"88.693722,25.939426",88.693722,25.939426,"83.458732,-86.492972",83.458732,-86.492972,4515.321955,471.53,Apple Pay,EM1525,SUV,Low,No,Tuesday,No,5
376,5-15-24 9:23,"-50.446971,180.952868",-50.446971,180.952868,"70.903859,115.258504",70.903859,115.258504,8033.252882,823.33,Apple Pay,SF6479,Bus,Low,No,Thursday,Yes,5
377,7-22-23 12:35,"64.042077,109.269268",64.042077,109.269268,"-73.651497,76.809507",-73.651497,76.809507,897.417391,109.74,Cash,JB1744,SUV,Low,Yes,Sunday,Yes,4
378,8-2-24 12:54,"-42.989833,-115.939995",-42.989833,-115.939995,"8.161848,56.238915",8.161848,56.238915,4592.216429,479.22,PayPal,RX5057,SUV,Medium,No,Tuesday,No,4
379,9-12-22 9:12,"49.830816,73.967988",49.830816,73.967988,"81.858019,170.988294",81.858019,170.988294,2937.52393,313.75,Visa,WU4417,SUV,Low,No,Saturday,No,4
380,2-10-24 23:04,"31.520163,132.116091",31.520163,132.116091,"-6.745524,-158.312571",-6.745524,-158.312571,1869.76319,206.98,Debit Card,BY8844,Sedan,Low,No,Tuesday,Yes,3
381,5-31-24 10:54,"-28.911895,-132.987348",-28.911895,-132.987348,"-47.868833,-71.537044",-47.868833,-71.537044,6987.675362,718.77,Cash,IT1591,Sedan,Low,Yes,Thursday,Yes,2
382,3-15-22 5:58,"90.788855,62.207562",90.788855,62.207562,"44.150819,-75.436366",44.150819,-75.436366,1894.023163,209.40,Apple Pay,HH5482,SUV,Medium,No,Friday,No,3
383,4-21-24 13:47,"81.290526,170.846844",81.290526,170.846844,"-10.961242,-24.110095",-10.961242,-24.110095,6172.607517,637.26,PayPal,JL9275,Sedan,Low,Yes,Thursday,No,5
384,4-16-22 10:29,"-34.635264,-23.895054",-34.635264,-23.895054,"-72.316031,164.060491",-72.316031,164.060491,6960.824881,716.08,Apple Pay,ZR3737,Bus,Low,No,Monday,Yes,5
385,10-12-22 3:00,"56.880318,-59.122499",56.880318,-59.122499,"-3.254089,-50.938124",-3.254089,-50.938124,8430.506203,863.05,Debit Card,HT8088,Motorcycle,Medium,Yes,Sunday,Yes,4
386,12-19-22 14:32,"38.929414,136.787963",38.929414,136.787963,"-74.147432,-83.060206",-74.147432,-83.060206,6734.442213,693.44,Visa,OH9085,Motorcycle,Medium,Yes,Friday,No,1
387,3-5-23 17:58,"-67.305423,-19.951032",-67.305423,-19.951032,"19.073252,-137.161729",19.073252,-137.161729,6286.539698,648.65,Cash,HM2244,Sedan,High,No,Wednesday,No,3
388,6-2-23 3:56,"-86.081052,157.937444",-86.081052,157.937444,"12.064807,137.631393",12.064807,137.631393,7583.382924,778.34,Debit Card,NK3784,Motorcycle,Medium,No,Wednesday,No,3
389,7-18-24 6:37,"-3.170361,-54.661246",-3.170361,-54.661246,"36.23694,13.057867",36.23694,13.057867,3788.540637,398.85,PayPal,LL4126,SUV,Medium,Yes,Sunday,Yes,2
390,7-7-23 2:24,"1.536491,88.304889",1.536491,88.304889,"64.506541,-172.456368",64.506541,-172.456368,6176.497045,637.65,PayPal,WR0699,Sedan,Low,No,Friday,Yes,3
391,3-29-22 4:50,"35.269296,-35.165496",35.269296,-35.165496,"-62.799704,150.36041",-62.799704,150.36041,10574.51575,1077.45,Debit Card,HN9658,Bus,Low,No,Thursday,Yes,5
392,5-2-22 20:16,"-83.001779,-163.893488",-83.001779,-163.893488,"18.218995,-135.625647",18.218995,-135.625647,4673.752208,487.38,Visa,FJ0717,Bus,Low,Yes,Friday,Yes,4
393,4-3-23 9:52,"-59.463707,177.651476",-59.463707,177.651476,"-14.243598,-112.617649",-14.243598,-112.617649,6065.776737,626.58,Debit Card,QR4430,SUV,Medium,Yes,Friday,Yes,3
394,1-20-22 6:20,"58.995334,151.331541",58.995334,151.331541,"53.425514,-71.945465",53.425514,-71.945465,3296.965543,349.70,PayPal,JH2930,Sedan,Low,No,Wednesday,No,2
395,5-29-24 16:39,"-72.854146,-41.834006",-72.854146,-41.834006,"-16.561765,156.398137",-16.561765,156.398137,4505.672067,470.57,Debit Card,TU0955,Motorcycle,Low,No,Wednesday,No,4
396,5-23-24 18:42,"14.020639,-67.360652",14.020639,-67.360652,"32.259796,-54.113427",32.259796,-54.113427,7015.875425,721.59,Cash,QN3081,Bus,Low,Yes,Thursday,No,1
397,5-8-24 19:45,"67.788031,138.942437",67.788031,138.942437,"-70.80487,-48.831025",-70.80487,-48.831025,4829.637802,502.96,Cash,TF3500,Bus,Low,Yes,Thursday,Yes,4
398,1-26-22 1:33,"35.118827,-111.776257",35.118827,-111.776257,"22.329391,-102.844095",22.329391,-102.844095,7674.289745,787.43,Visa,OU1619,SUV,Medium,Yes,Tuesday,Yes,1
399,2-2-22 6:04,"-22.04241,79.431433",-22.04241,79.431433,"0.384116,171.797821",0.384116,171.797821,8463.173571,866.32,Cash,FJ0751,Sedan,High,Yes,Wednesday,No,2
400,8-3-23 4:27,"-13.753436,18.697331",-13.753436,18.697331,"63.127462,174.336805",63.127462,174.336805,7887.250203,808.73,Visa,PK1451,Sedan,High,Yes,Wednesday,No,2
401,5-3-23 19:29,"78.28461,-108.826525",78.28461,-108.826525,"37.820169,54.766058",37.820169,54.766058,11862.33117,1206.23,Debit Card,MC2882,SUV,High,No,Saturday,Yes,1
402,9-5-23 0:23,"-82.199182,-12.352545",-82.199182,-12.352545,"87.068284,-177.712139",87.068284,-177.712139,5422.072261,562.21,Apple Pay,QF2229,SUV,Medium,Yes,Monday,Yes,1
403,12-25-23 20:29,"82.859004,54.093504",82.859004,54.093504,"-80.514001,48.652721",-80.514001,48.652721,2815.225557,301.52,Cash,JU8320,SUV,Low,No,Friday,Yes,4
404,9-5-22 11:25,"-19.200432,107.529406",-19.200432,107.529406,"14.866307,-115.647955",14.866307,-115.647955,6730.195254,693.02,Apple Pay,TQ8211,SUV,Medium,No,Thursday,Yes,1
405,11-18-24 22:57,"32.166274,26.336296",32.166274,26.336296,"62.425362,-114.367094",62.425362,-114.367094,8389.663097,858.97,Apple Pay,SA5156,SUV,High,Yes,Saturday,No,2
406,10-20-22 16:30,"-49.109506,-83.114564",-49.109506,-83.114564,"11.257292,-35.716188",11.257292,-35.716188,2520.719093,272.07,PayPal,UD9334,Motorcycle,Low,No,Tuesday,Yes,3
407,1-17-22 14:29,"68.62127,87.930619",68.62127,87.930619,"-64.156476,-3.601713",-64.156476,-3.601713,1412.169085,161.22,Debit Card,CE6257,Sedan,Low,Yes,Friday,No,1
408,10-20-23 23:02,"17.920525,-28.087166",17.920525,-28.087166,"-69.336547,-15.714578",-69.336547,-15.714578,4790.445661,499.04,PayPal,UW6059,Sedan,Medium,No,Friday,Yes,3
409,12-12-23 2:42,"63.572184,81.602628",63.572184,81.602628,"-46.762419,-88.733047",-46.762419,-88.733047,1443.970923,164.40,PayPal,IW2463,Bus,Low,Yes,Tuesday,Yes,4
410,2-12-22 18:41,"3.867809,-148.340711",3.867809,-148.340711,"81.524825,-89.132064",81.524825,-89.132064,2530.584167,273.06,Visa,LT4890,SUV,Medium,No,Friday,Yes,1
411,9-11-23 21:00,"-36.191804,9.72791",-36.191804,9.72791,"62.394087,-113.310641",62.394087,-113.310641,10589.22497,1078.92,Visa,BT8091,Motorcycle,High,No,Friday,No,2
412,4-2-23 5:12,"-51.085664,-35.949423",-51.085664,-35.949423,"-46.545986,61.936289",-46.545986,61.936289,5030.808684,523.08,Visa,HP1401,Bus,Low,Yes,Thursday,Yes,2
413,6-28-22 22:57,"-75.545762,-74.986753",-75.545762,-74.986753,"-85.013177,-18.496064",-85.013177,-18.496064,1108.474856,130.85,Apple Pay,ZI4648,Motorcycle,High,Yes,Thursday,No,4
414,4-2-22 15:38,"29.831408,4.81088",29.831408,4.81088,"-18.214591,114.629343",-18.214591,114.629343,8505.90592,870.59,Cash,YP9884,Sedan,Low,Yes,Friday,No,2
415,2-3-24 13:45,"67.896778,-126.544206",67.896778,-126.544206,"51.532481,169.993257",51.532481,169.993257,8955.853113,915.59,Debit Card,LW6396,SUV,High,No,Saturday,Yes,1
